"","runtime","prob"
"1","14",0.000209819555182543
"2","25",0.000209819555182543
"3","41",0.000209819555182543
"4","42",0.000209819555182543
"5","46",0.000209819555182543
"6","47",0.000209819555182543
"7","53",0.000209819555182543
"8","59",0.000209819555182543
"9","60",0.000209819555182543
"10","63",0.000209819555182543
"11","64",0.000209819555182543
"12","66",0.000209819555182543
"13","67",0.000209819555182543
"14","68",0.000629458665547629
"15","69",0.000629458665547629
"16","70",0.000629458665547629
"17","72",0.00104909777591272
"18","73",0.000839278220730172
"19","74",0.000629458665547629
"20","75",0.00188837599664289
"21","76",0.00167855644146034
"22","77",0.00167855644146034
"23","78",0.00356693243810323
"24","79",0.00188837599664289
"25","80",0.00692404532102392
"26","81",0.0058749475451112
"27","82",0.00650440621065883
"28","83",0.00965169953839698
"29","84",0.01237935375577
"30","85",0.0138480906420478
"31","86",0.0142677297524129
"32","87",0.0161561057490558
"33","88",0.0188837599664289
"34","89",0.0182543013008812
"35","90",0.0342005874947545
"36","91",0.0222408728493496
"37","92",0.0224506924045321
"38","93",0.0237096097356274
"39","94",0.024339068401175
"40","95",0.0258078052874528
"41","96",0.0241292488459924
"42","97",0.0279060008392782
"43","98",0.029374737725556
"44","99",0.0249685270667226
"45","100",0.0312631137221989
"46","101",0.0239194292908099
"47","102",0.0209819555182543
"48","103",0.0207721359630718
"49","104",0.0228703315148972
"50","105",0.0222408728493496
"51","106",0.022031053294167
"52","107",0.0207721359630718
"53","108",0.019723038187159
"54","109",0.0174150230801511
"55","110",0.0211917750734368
"56","111",0.0155266470835082
"57","112",0.0151070079731431
"58","113",0.0165757448594209
"59","114",0.0153168275283256
"60","115",0.0151070079731431
"61","116",0.0140579101972304
"62","117",0.0134284515316828
"63","118",0.0142677297524129
"64","119",0.0125891733109526
"65","120",0.0178346621905162
"66","121",0.01237935375577
"67","122",0.00986151909357952
"68","123",0.0107007973143097
"69","124",0.0130088124213177
"70","125",0.0109106168694922
"71","126",0.00713386487620646
"72","127",0.00965169953839698
"73","128",0.00692404532102392
"74","129",0.00692404532102392
"75","130",0.00944187998321444
"76","131",0.00566512798992866
"77","132",0.00608476710029375
"78","133",0.00524548887956358
"79","134",0.0058749475451112
"80","135",0.00608476710029375
"81","136",0.00566512798992866
"82","137",0.00356693243810323
"83","138",0.00356693243810323
"84","139",0.00524548887956358
"85","140",0.00398657154846832
"86","141",0.00335711288292069
"87","142",0.00209819555182543
"88","143",0.0029374737725556
"89","144",0.00356693243810323
"90","145",0.00314729332773815
"91","146",0.00188837599664289
"92","147",0.0014687368862778
"93","148",0.0014687368862778
"94","149",0.00188837599664289
"95","150",0.00167855644146034
"96","151",0.00104909777591272
"97","152",0.0014687368862778
"98","153",0.0014687368862778
"99","154",0.00251783466219052
"100","155",0.00125891733109526
"101","156",0.00104909777591272
"102","157",0.00188837599664289
"103","158",0.000839278220730172
"104","159",0.000629458665547629
"105","160",0.00104909777591272
"106","161",0.00125891733109526
"107","162",0.000629458665547629
"108","163",0.00125891733109526
"109","164",0.000629458665547629
"110","165",0.00104909777591272
"111","166",0.000209819555182543
"112","167",0.000629458665547629
"113","169",0.000839278220730172
"114","170",0.00167855644146034
"115","171",0.000419639110365086
"116","172",0.00104909777591272
"117","173",0.000209819555182543
"118","174",0.000209819555182543
"119","175",0.000839278220730172
"120","176",0.000419639110365086
"121","177",0.000419639110365086
"122","178",0.000839278220730172
"123","179",0.000209819555182543
"124","180",0.000629458665547629
"125","181",0.000419639110365086
"126","183",0.000419639110365086
"127","184",0.000209819555182543
"128","185",0.000209819555182543
"129","186",0.000209819555182543
"130","187",0.000209819555182543
"131","188",0.000419639110365086
"132","189",0.000419639110365086
"133","191",0.000629458665547629
"134","192",0.000419639110365086
"135","193",0.000419639110365086
"136","194",0.000209819555182543
"137","195",0.000419639110365086
"138","197",0.000419639110365086
"139","199",0.000419639110365086
"140","200",0.000629458665547629
"141","201",0.000209819555182543
"142","202",0.000209819555182543
"143","207",0.000209819555182543
"144","214",0.000209819555182543
"145","216",0.000209819555182543
"146","219",0.000209819555182543
"147","225",0.000209819555182543
"148","229",0.000209819555182543
"149","238",0.000209819555182543
"150","240",0.000209819555182543
"151","242",0.000209819555182543
"152","248",0.000209819555182543
"153","254",0.000209819555182543
"154","276",0.000209819555182543
"155","338",0.000209819555182543
